property_id,title,description,area_sqft,location,bedrooms,bathrooms,property_type,amenities,listing_date,image_url,price_usd
UK0799,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,3746,"Nottingham, UK",4,4,Apartment,"Backyard, Smart Home System, Central AC, Swimming Pool, Walk-in Closet",2025-11-22,https://images.pexels.com/photos/7031412/pexels-photo-7031412.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1368490.0
UK0800,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,1348,"Sheffield, UK",2,5,Townhouse,"Garage, Security System, Smart Home System, Walk-in Closet, Solar Panels",2024-04-14,https://images.pexels.com/photos/277667/pexels-photo-277667.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1271352.0
UK0801,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,1868,"London, UK",5,4,Penthouse,"Fireplace, Garage, Smart Home System, Solar Panels, Security System, Central AC",2024-09-15,https://images.pexels.com/photos/18435276/pexels-photo-18435276.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1271894.0
UK0802,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,2208,"Manchester, UK",3,4,Penthouse,"Walk-in Closet, Fireplace, Smart Home System",2024-05-19,https://images.pexels.com/photos/17174768/pexels-photo-17174768.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1058826.0
UK0803,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,5456,"Birmingham, UK",3,3,Condo,"Solar Panels, Smart Home System, Backyard, Central AC",2024-08-18,https://images.pexels.com/photos/17174766/pexels-photo-17174766.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,984214.0
UK0804,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,3693,"Leeds, UK",2,3,Villa,"Garage, Security System, Walk-in Closet, Solar Panels",2024-11-10,https://images.pexels.com/photos/17174767/pexels-photo-17174767.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1294026.0
UK0805,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,4792,"Liverpool, UK",6,3,Villa,"Smart Home System, Walk-in Closet, Central AC",2024-11-05,https://images.pexels.com/photos/7031408/pexels-photo-7031408.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,533158.0
UK0806,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,2236,"Bristol, UK",4,2,Condo,"Swimming Pool, Walk-in Closet, Central AC, Garage, Backyard, Security System",2024-12-17,https://images.pexels.com/photos/1115804/pexels-photo-1115804.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,222919.0
UK0807,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,1447,"Oxford, UK",2,2,Penthouse,"Fireplace, Solar Panels, Swimming Pool, Walk-in Closet, Smart Home System, Central AC",2025-03-22,https://images.pexels.com/photos/323780/pexels-photo-323780.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1477001.0
UK0808,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,4362,"Cambridge, UK",2,5,Penthouse,"Swimming Pool, Garage, Smart Home System",2024-02-12,https://images.pexels.com/photos/1974596/pexels-photo-1974596.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1006473.0
UK0809,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,5453,"Nottingham, UK",6,5,Villa,"Solar Panels, Central AC, Backyard, Garage, Smart Home System",2024-02-01,https://images.pexels.com/photos/26812639/pexels-photo-26812639.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1931131.0
UK0810,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,5392,"Sheffield, UK",2,5,Single Family Home,"Garage, Walk-in Closet, Fireplace, Backyard, Security System, Smart Home System",2024-03-25,https://images.pexels.com/photos/36006588/pexels-photo-36006588.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,377537.0
UK0811,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,5082,"London, UK",2,3,Apartment,"Fireplace, Smart Home System, Walk-in Closet",2025-01-07,https://images.pexels.com/photos/7031604/pexels-photo-7031604.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1060558.0
UK0812,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,997,"Manchester, UK",2,5,Townhouse,"Swimming Pool, Solar Panels, Walk-in Closet",2025-10-05,https://images.pexels.com/photos/8963083/pexels-photo-8963083.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,647094.0
UK0813,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,1918,"Birmingham, UK",5,5,Single Family Home,"Garage, Smart Home System, Solar Panels, Central AC",2025-05-29,https://images.pexels.com/photos/2079234/pexels-photo-2079234.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,330060.0
UK0814,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,4574,"Leeds, UK",2,2,Condo,"Central AC, Garage, Walk-in Closet, Security System, Solar Panels, Swimming Pool",2024-01-12,https://images.pexels.com/photos/3665354/pexels-photo-3665354.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1510007.0
UK0815,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,3731,"Liverpool, UK",6,5,Apartment,"Backyard, Central AC, Walk-in Closet, Fireplace",2025-06-18,https://images.pexels.com/photos/8134846/pexels-photo-8134846.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,131556.0
UK0816,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,1679,"Bristol, UK",2,3,Villa,"Smart Home System, Security System, Garage, Central AC, Walk-in Closet",2024-06-03,https://images.pexels.com/photos/3016321/pexels-photo-3016321.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1149557.0
UK0817,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,3310,"Oxford, UK",2,2,Penthouse,"Solar Panels, Security System, Backyard, Swimming Pool, Walk-in Closet, Garage",2024-12-18,https://images.pexels.com/photos/206172/pexels-photo-206172.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1736426.0
UK0818,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,5072,"Cambridge, UK",3,5,Apartment,"Central AC, Solar Panels, Smart Home System, Backyard, Swimming Pool",2024-05-18,https://images.pexels.com/photos/7031595/pexels-photo-7031595.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1586816.0
UK0819,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,2709,"Nottingham, UK",3,3,Apartment,"Central AC, Fireplace, Swimming Pool",2024-01-16,https://images.pexels.com/photos/5563473/pexels-photo-5563473.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1936578.0
UK0820,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,5187,"Sheffield, UK",5,4,Townhouse,"Fireplace, Security System, Solar Panels, Garage",2025-07-16,https://images.pexels.com/photos/1022936/pexels-photo-1022936.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,674484.0
UK0821,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,2652,"London, UK",5,3,Condo,"Smart Home System, Security System, Garage",2024-08-24,https://images.pexels.com/photos/280229/pexels-photo-280229.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,183664.0
UK0822,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,4904,"Manchester, UK",2,3,Townhouse,"Central AC, Backyard, Solar Panels, Smart Home System, Walk-in Closet, Security System",2024-02-17,https://images.pexels.com/photos/7031405/pexels-photo-7031405.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1049761.0
UK0823,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,4441,"Birmingham, UK",4,4,Penthouse,"Swimming Pool, Smart Home System, Walk-in Closet, Garage, Security System",2025-01-20,https://images.pexels.com/photos/15827510/pexels-photo-15827510.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,318117.0
UK0824,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,3304,"Leeds, UK",6,3,Apartment,"Solar Panels, Central AC, Swimming Pool",2024-02-27,https://images.pexels.com/photos/2972969/pexels-photo-2972969.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1905726.0
UK0825,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,4747,"Liverpool, UK",5,5,Villa,"Backyard, Swimming Pool, Garage",2024-12-22,https://images.pexels.com/photos/5252546/pexels-photo-5252546.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,798980.0
UK0826,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,4800,"Bristol, UK",4,3,Condo,"Backyard, Security System, Swimming Pool, Walk-in Closet, Garage, Fireplace",2024-04-23,https://images.pexels.com/photos/5644339/pexels-photo-5644339.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,660240.0
UK0827,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,2005,"Oxford, UK",6,2,Penthouse,"Backyard, Swimming Pool, Security System, Fireplace, Smart Home System, Solar Panels",2024-08-28,https://images.pexels.com/photos/323781/pexels-photo-323781.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,734645.0
UK0828,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,1682,"Cambridge, UK",4,2,Single Family Home,"Smart Home System, Security System, Walk-in Closet, Solar Panels, Swimming Pool, Backyard",2025-07-14,https://images.pexels.com/photos/11549989/pexels-photo-11549989.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1374842.0
UK0829,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,2078,"Nottingham, UK",6,2,Apartment,"Swimming Pool, Walk-in Closet, Smart Home System, Central AC",2025-02-04,https://images.pexels.com/photos/358636/pexels-photo-358636.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,618981.0
UK0830,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,4988,"Sheffield, UK",2,5,Condo,"Central AC, Fireplace, Solar Panels, Smart Home System, Walk-in Closet",2024-09-05,https://images.pexels.com/photos/13203193/pexels-photo-13203193.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1679152.0
UK0831,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,2679,"London, UK",3,3,Townhouse,"Solar Panels, Security System, Garage, Central AC",2024-10-06,https://images.pexels.com/photos/3571200/pexels-photo-3571200.png?auto=compress&cs=tinysrgb&h=650&w=940,1845611.0
UK0832,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,3465,"Manchester, UK",4,2,Villa,"Walk-in Closet, Garage, Central AC",2025-05-22,https://images.pexels.com/photos/7031407/pexels-photo-7031407.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1792223.0
UK0833,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,5377,"Birmingham, UK",3,2,Condo,"Security System, Swimming Pool, Solar Panels, Walk-in Closet, Fireplace, Central AC",2025-06-26,https://images.pexels.com/photos/8134817/pexels-photo-8134817.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1898029.0
UK0834,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,3313,"Leeds, UK",6,4,Single Family Home,"Garage, Smart Home System, Swimming Pool, Solar Panels, Walk-in Closet",2025-11-04,https://images.pexels.com/photos/7031413/pexels-photo-7031413.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,120047.0
UK0835,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,1487,"Liverpool, UK",2,2,Villa,"Security System, Backyard, Fireplace, Smart Home System",2024-08-11,https://images.pexels.com/photos/26812642/pexels-photo-26812642.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1514966.0
UK0836,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,1319,"Bristol, UK",3,3,Condo,"Walk-in Closet, Fireplace, Security System",2024-11-03,https://images.pexels.com/photos/7587882/pexels-photo-7587882.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1765009.0
UK0837,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,4720,"Oxford, UK",5,4,Penthouse,"Solar Panels, Security System, Central AC, Backyard, Smart Home System",2025-01-13,https://images.pexels.com/photos/7031406/pexels-photo-7031406.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,591557.0
UK0838,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,2032,"Cambridge, UK",5,3,Villa,"Smart Home System, Backyard, Security System, Garage, Walk-in Closet",2025-11-04,https://images.pexels.com/photos/323775/pexels-photo-323775.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,147344.0
UK0839,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,5499,"Nottingham, UK",3,4,Penthouse,"Solar Panels, Smart Home System, Security System, Walk-in Closet, Backyard, Swimming Pool",2024-04-26,https://images.pexels.com/photos/5213344/pexels-photo-5213344.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,616307.0
UK0840,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,3603,"Sheffield, UK",4,4,Townhouse,"Central AC, Backyard, Garage, Fireplace, Solar Panels",2024-07-23,https://images.pexels.com/photos/18273285/pexels-photo-18273285.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,665833.0
UK0841,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,3203,"London, UK",3,4,Townhouse,"Backyard, Garage, Fireplace",2025-01-29,https://images.pexels.com/photos/7587878/pexels-photo-7587878.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1605035.0
UK0842,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,2993,"Manchester, UK",4,5,Apartment,"Fireplace, Garage, Swimming Pool, Backyard, Solar Panels, Security System",2025-05-02,https://images.pexels.com/photos/8134748/pexels-photo-8134748.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1717961.0
UK0843,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,2893,"Birmingham, UK",6,2,Apartment,"Walk-in Closet, Garage, Fireplace, Swimming Pool, Smart Home System",2024-02-25,https://images.pexels.com/photos/13203184/pexels-photo-13203184.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1372991.0
UK0844,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,4860,"Leeds, UK",2,3,Townhouse,"Solar Panels, Walk-in Closet, Central AC",2025-11-12,https://images.pexels.com/photos/259588/pexels-photo-259588.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,526672.0
UK0845,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,1269,"Liverpool, UK",4,2,Villa,"Security System, Backyard, Central AC, Garage",2024-01-29,https://images.pexels.com/photos/33162457/pexels-photo-33162457.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,974670.0
UK0846,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,4803,"Bristol, UK",2,4,Apartment,"Walk-in Closet, Fireplace, Smart Home System, Central AC, Garage",2024-07-16,https://images.pexels.com/photos/2254182/pexels-photo-2254182.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,233210.0
UK0847,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,2427,"Oxford, UK",4,3,Penthouse,"Central AC, Swimming Pool, Fireplace, Garage, Smart Home System",2025-02-07,https://images.pexels.com/photos/12713155/pexels-photo-12713155.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,726864.0
UK0848,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,3343,"Cambridge, UK",4,5,Townhouse,"Smart Home System, Central AC, Swimming Pool, Backyard",2024-08-29,https://images.pexels.com/photos/12119564/pexels-photo-12119564.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,379272.0
UK0849,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,1634,"Nottingham, UK",5,2,Townhouse,"Smart Home System, Fireplace, Solar Panels",2025-11-04,https://images.pexels.com/photos/1105754/pexels-photo-1105754.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1763996.0
UK0850,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,4460,"Sheffield, UK",2,2,Single Family Home,"Solar Panels, Swimming Pool, Smart Home System, Garage, Fireplace, Walk-in Closet",2025-03-15,https://images.pexels.com/photos/164558/pexels-photo-164558.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1580942.0
UK0851,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,1567,"London, UK",2,3,Condo,"Walk-in Closet, Central AC, Backyard",2024-04-14,https://images.pexels.com/photos/4832503/pexels-photo-4832503.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1873427.0
UK0852,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,2938,"Manchester, UK",5,2,Villa,"Security System, Backyard, Fireplace, Central AC, Swimming Pool",2024-06-21,https://images.pexels.com/photos/5644257/pexels-photo-5644257.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1772628.0
UK0853,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,3811,"Birmingham, UK",3,4,Townhouse,"Central AC, Smart Home System, Garage, Fireplace, Solar Panels",2024-10-12,https://images.pexels.com/photos/31737860/pexels-photo-31737860.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,849798.0
UK0854,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,2044,"Leeds, UK",3,3,Apartment,"Backyard, Walk-in Closet, Swimming Pool, Smart Home System",2025-01-02,https://images.pexels.com/photos/4394214/pexels-photo-4394214.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,265189.0
UK0855,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,2302,"Liverpool, UK",5,2,Townhouse,"Swimming Pool, Garage, Security System, Smart Home System, Backyard, Fireplace",2024-05-16,https://images.pexels.com/photos/8134745/pexels-photo-8134745.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1404219.0
UK0856,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,3365,"Bristol, UK",4,5,Villa,"Smart Home System, Central AC, Backyard, Swimming Pool",2025-08-02,https://images.pexels.com/photos/13041121/pexels-photo-13041121.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1712662.0
UK0857,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,3842,"Oxford, UK",6,2,Penthouse,"Swimming Pool, Smart Home System, Solar Panels, Fireplace, Garage",2024-12-05,https://images.pexels.com/photos/4258282/pexels-photo-4258282.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,896780.0
UK0858,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,3788,"Cambridge, UK",6,2,Townhouse,"Backyard, Garage, Solar Panels, Fireplace, Swimming Pool, Security System",2024-08-24,https://images.pexels.com/photos/12713153/pexels-photo-12713153.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1118638.0
UK0859,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,1710,"Nottingham, UK",6,4,Townhouse,"Smart Home System, Fireplace, Swimming Pool",2024-12-19,https://images.pexels.com/photos/186077/pexels-photo-186077.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1726426.0
UK0860,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,2540,"Sheffield, UK",5,2,Single Family Home,"Smart Home System, Central AC, Walk-in Closet",2025-07-02,https://images.pexels.com/photos/93375/pexels-photo-93375.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1521384.0
UK0861,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,4326,"London, UK",5,5,Penthouse,"Garage, Swimming Pool, Fireplace, Security System, Backyard, Solar Panels",2024-10-04,https://images.pexels.com/photos/3612406/pexels-photo-3612406.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1569652.0
UK0862,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,2402,"Manchester, UK",3,3,Condo,"Fireplace, Garage, Walk-in Closet, Solar Panels, Security System",2024-07-30,https://images.pexels.com/photos/35705942/pexels-photo-35705942.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1971872.0
UK0863,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,4050,"Birmingham, UK",6,5,Villa,"Swimming Pool, Garage, Security System, Walk-in Closet",2025-07-09,https://images.pexels.com/photos/5505129/pexels-photo-5505129.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,152208.0
UK0864,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,3922,"Leeds, UK",4,4,Single Family Home,"Backyard, Garage, Fireplace, Swimming Pool, Walk-in Closet, Smart Home System",2025-04-09,https://images.pexels.com/photos/6510949/pexels-photo-6510949.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,222639.0
UK0865,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,1896,"Liverpool, UK",2,4,Single Family Home,"Central AC, Garage, Backyard, Security System, Fireplace",2025-08-28,https://images.pexels.com/photos/17924970/pexels-photo-17924970.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,106723.0
UK0866,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,3379,"Bristol, UK",5,2,Penthouse,"Smart Home System, Central AC, Swimming Pool, Security System, Fireplace",2024-10-08,https://images.pexels.com/photos/7031608/pexels-photo-7031608.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,429621.0
UK0867,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,1173,"Oxford, UK",3,2,Condo,"Walk-in Closet, Backyard, Central AC, Security System, Garage, Solar Panels",2025-03-14,https://images.pexels.com/photos/4070983/pexels-photo-4070983.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,600106.0
UK0868,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,2872,"Cambridge, UK",6,5,Townhouse,"Central AC, Swimming Pool, Solar Panels, Security System, Walk-in Closet",2025-05-17,https://images.pexels.com/photos/35306093/pexels-photo-35306093.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,863494.0
UK0869,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,3594,"Nottingham, UK",4,5,Townhouse,"Security System, Central AC, Backyard",2024-04-13,https://images.pexels.com/photos/2119714/pexels-photo-2119714.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,171290.0
UK0870,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,4730,"Sheffield, UK",5,5,Villa,"Central AC, Smart Home System, Backyard, Security System, Swimming Pool",2025-11-12,https://images.pexels.com/photos/9976121/pexels-photo-9976121.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,243239.0
UK0871,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,1851,"London, UK",5,4,Apartment,"Swimming Pool, Central AC, Security System, Solar Panels",2024-05-06,https://images.pexels.com/photos/32666364/pexels-photo-32666364.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1018764.0
UK0872,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,3139,"Manchester, UK",2,2,Condo,"Solar Panels, Fireplace, Backyard, Swimming Pool",2025-06-22,https://images.pexels.com/photos/4123921/pexels-photo-4123921.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1527388.0
UK0873,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,1425,"Birmingham, UK",4,5,Villa,"Solar Panels, Backyard, Security System, Swimming Pool, Central AC",2025-05-12,https://images.pexels.com/photos/3010014/pexels-photo-3010014.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1730578.0
UK0874,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,3007,"Leeds, UK",4,2,Apartment,"Backyard, Swimming Pool, Smart Home System, Central AC, Fireplace",2025-10-29,https://images.pexels.com/photos/4469150/pexels-photo-4469150.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,240374.0
UK0875,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,4834,"Liverpool, UK",6,2,Single Family Home,"Security System, Garage, Solar Panels, Smart Home System, Walk-in Closet",2024-06-24,https://images.pexels.com/photos/30278097/pexels-photo-30278097.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1572941.0
UK0876,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,1187,"Bristol, UK",3,5,Apartment,"Backyard, Garage, Smart Home System, Swimming Pool, Walk-in Closet, Solar Panels",2024-05-13,https://images.pexels.com/photos/129494/pexels-photo-129494.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,635962.0
UK0877,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,5016,"Oxford, UK",6,4,Single Family Home,"Backyard, Security System, Solar Panels, Garage",2024-10-15,https://images.pexels.com/photos/8962343/pexels-photo-8962343.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1038558.0
UK0878,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,2619,"Cambridge, UK",4,3,Penthouse,"Backyard, Swimming Pool, Solar Panels, Security System, Walk-in Closet, Garage",2025-06-20,https://images.pexels.com/photos/2455398/pexels-photo-2455398.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1857879.0
UK0879,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,2371,"Nottingham, UK",5,2,Villa,"Central AC, Garage, Backyard, Security System, Swimming Pool",2025-07-31,https://images.pexels.com/photos/7031412/pexels-photo-7031412.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1321579.0
UK0880,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,5406,"Sheffield, UK",2,3,Single Family Home,"Security System, Walk-in Closet, Central AC, Backyard, Swimming Pool",2025-11-27,https://images.pexels.com/photos/277667/pexels-photo-277667.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1556536.0
UK0881,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,2502,"London, UK",6,4,Townhouse,"Central AC, Swimming Pool, Solar Panels",2025-01-20,https://images.pexels.com/photos/18435276/pexels-photo-18435276.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,195365.0
UK0882,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,5343,"Manchester, UK",4,5,Apartment,"Central AC, Swimming Pool, Backyard, Fireplace, Walk-in Closet",2025-01-20,https://images.pexels.com/photos/17174768/pexels-photo-17174768.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1400416.0
UK0883,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,2778,"Birmingham, UK",2,4,Villa,"Garage, Central AC, Backyard, Fireplace, Smart Home System",2025-07-02,https://images.pexels.com/photos/17174766/pexels-photo-17174766.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1808408.0
